Stabr,area_name,Employed_2019,Unemployed_2019,Unemployment_rate_2019
NE,"Stanton County, NE","3,416",91,2.6
NE,"Thayer County, NE","2,713",74,2.7
NE,"Thomas County, NE",408,15,3.5
NE,"Thurston County, NE","2,920",138,4.5
NE,"Valley County, NE","2,057",68,3.2
NE,"Washington County, NE","10,950",329,2.9
NE,"Wayne County, NE","5,599",150,2.6
NE,"Webster County, NE","1,619",59,3.5
NE,"Wheeler County, NE",556,16,2.8
NE,"York County, NE","7,083",195,2.7
NV,Nevada,"1,482,476","59,976",3.9
NV,"Churchill County, NV","10,666",391,3.5
NV,"Clark County, NV","1,085,793","45,758",4
NV,"Douglas County, NV","22,300",910,3.9
NV,"Elko County, NV","26,549",813,3
NV,"Esmeralda County, NV",418,16,3.7
NV,"Eureka County, NV","1,069",26,2.4
NV,"Humboldt County, NV","8,009",242,2.9
NV,"Lander County, NV","3,112",102,3.2
NV,"Lincoln County, NV","2,029",84,4
NV,"Lyon County, NV","22,309","1,098",4.7
NV,"Mineral County, NV","1,948",82,4
NV,"Nye County, NV","16,415",882,5.1
NV,"Pershing County, NV","2,460",103,4
NV,"Storey County, NV","1,962",76,3.7
NV,"Washoe County, NV","247,691","8,224",3.2
NV,"White Pine County, NV","4,499",137,3
NV,"Carson City, NV","25,248","1,034",3.9
NH,New Hampshire,"754,054","19,686",2.5
NH,"Belknap County, NH","30,787",796,2.5
NH,"Carroll County, NH","23,366",608,2.5
NH,"Cheshire County, NH","39,856","1,070",2.6
NH,"Coos County, NH","14,273",468,3.2
NH,"Grafton County, NH","48,784","1,096",2.2
NH,"Hillsborough County, NH","236,216","6,363",2.6
NH,"Merrimack County, NH","81,955","1,890",2.3
NH,"Rockingham County, NH","183,326","5,114",2.7
NH,"Strafford County, NH","72,875","1,746",2.3
NH,"Sullivan County, NH","22,616",529,2.3
NJ,New Jersey,"4,333,333","159,792",3.6
NJ,"Atlantic County, NJ","114,622","6,106",5.1
NJ,"Bergen County, NJ","467,946","14,092",2.9
NJ,"Burlington County, NJ","223,049","7,540",3.3
NJ,"Camden County, NJ","242,811","10,242",4
NJ,"Cape May County, NJ","42,660","3,287",7.2
NJ,"Cumberland County, NJ","61,481","3,580",5.5
NJ,"Essex County, NJ","352,334","16,414",4.5
NJ,"Gloucester County, NJ","144,238","5,509",3.7
NJ,"Hudson County, NJ","349,372","11,817",3.3
NJ,"Hunterdon County, NJ","62,742","1,781",2.8
NJ,"Mercer County, NJ","196,458","6,427",3.2
NJ,"Middlesex County, NJ","425,471","13,602",3.1
NJ,"Monmouth County, NJ","318,233","10,428",3.2
NJ,"Morris County, NJ","249,463","7,235",2.8
NJ,"Ocean County, NJ","264,876","10,147",3.7
NJ,"Passaic County, NJ","231,779","10,429",4.3
NJ,"Salem County, NJ","27,771","1,409",4.8
NJ,"Somerset County, NJ","166,229","5,142",3
NJ,"Sussex County, NJ","71,425","2,538",3.4
NJ,"Union County, NJ","266,189","10,193",3.7
NJ,"Warren County, NJ","54,185","1,875",3.3
NM,New Mexico,"908,166","46,430",4.9
NM,"Bernalillo County, NM","319,048","14,817",4.4
NM,"Catron County, NM","1,081",72,6.2
NM,"Chaves County, NM","25,839","1,326",4.9
NM,"Cibola County, NM","8,425",566,6.3
NM,"Colfax County, NM","5,226",257,4.7
NM,"Curry County, NM","20,783",897,4.1
NM,"De Baca County, NM",761,34,4.3
NM,"Dona Ana County, NM","91,976","5,551",5.7
NM,"Eddy County, NM","33,419","1,064",3.1
NM,"Grant County, NM","11,639",589,4.8
NM,"Guadalupe County, NM","1,467",82,5.3
NM,"Harding County, NM",259,14,5.1
NM,"Hidalgo County, NM","2,002",89,4.3
NM,"Lea County, NM","30,054","1,228",3.9
NM,"Lincoln County, NM","8,570",414,4.6
NM,"Los Alamos County, NM","9,163",300,3.2
NM,"Luna County, NM","9,047","1,262",12.2
NM,"McKinley County, NM","22,458","1,697",7
NM,"Mora County, NM","2,080",133,6
NM,"Otero County, NM","23,575","1,223",4.9
NM,"Quay County, NM","3,062",167,5.2
NM,"Rio Arriba County, NM","15,951",884,5.3
NM,"Roosevelt County, NM","7,545",356,4.5
NM,"Sandoval County, NM","63,268","3,207",4.8
NM,"San Juan County, NM","48,974","2,967",5.7
NM,"San Miguel County, NM","10,177",632,5.8
NM,"Santa Fe County, NM","72,153","2,963",3.9
NM,"Sierra County, NM","3,628",265,6.8
NM,"Socorro County, NM","6,071",375,5.8
NM,"Taos County, NM","14,303",915,6
NM,"Torrance County, NM","5,312",387,6.8
NM,"Union County, NM","1,781",65,3.5
NM,"Valencia County, NM","29,074","1,636",5.3
NY,New York,"9,137,551","376,827",4
NY,"Albany County, NY","151,699","5,745",3.6
NY,"Allegany County, NY","18,380","1,061",5.5
NY,"Bronx County, NY","565,642","32,035",5.4
NY,"Broome County, NY","79,488","3,956",4.7
NY,"Cattaraugus County, NY","32,172","1,712",5.1
NY,"Cayuga County, NY","34,411","1,541",4.3
NY,"Chautauqua County, NY","51,976","2,574",4.7
NY,"Chemung County, NY","33,543","1,476",4.2
NY,"Chenango County, NY","21,098",982,4.4
NY,"Clinton County, NY","34,720","1,582",4.4
NY,"Columbia County, NY","30,176","1,005",3.2
NY,"Cortland County, NY","21,735","1,118",4.9
NY,"Delaware County, NY","18,216",901,4.7
NY,"Dutchess County, NY","138,841","5,199",3.6
NY,"Erie County, NY","422,508","18,783",4.3
NY,"Essex County, NY","16,190",805,4.7
NY,"Franklin County, NY","18,648",966,4.9
NY,"Fulton County, NY","21,517","1,139",5
NY,"Genesee County, NY","28,564","1,172",3.9
NY,"Greene County, NY","19,358",913,4.5
NY,"Hamilton County, NY","2,081",133,6
NY,"Herkimer County, NY","26,560","1,372",4.9
NY,"Jefferson County, NY","41,470","2,471",5.6
NY,"Kings County, NY","1,149,461","48,699",4.1
NY,"Lewis County, NY","10,999",645,5.5
NY,"Livingston County, NY","29,423","1,303",4.2
NY,"Madison County, NY","31,296","1,470",4.5
NY,"Monroe County, NY","346,207","15,047",4.2
NY,"Montgomery County, NY","21,173","1,133",5.1
NY,"Nassau County, NY","683,726","24,392",3.4
NY,"New York County, NY","879,665","31,973",3.5
NY,"Niagara County, NY","93,887","4,899",5
NY,"Oneida County, NY","96,839","4,331",4.3
NY,"Onondaga County, NY","211,875","8,674",3.9
NY,"Ontario County, NY","53,210","2,152",3.9
NY,"Orange County, NY","177,952","7,033",3.8
NY,"Orleans County, NY","16,740",827,4.7
NY,"Oswego County, NY","50,082","2,878",5.4
NY,"Otsego County, NY","26,876","1,184",4.2
NY,"Putnam County, NY","49,336","1,894",3.7
NY,"Queens County, NY","1,099,996","39,401",3.5
NY,"Rensselaer County, NY","78,030","3,059",3.8
NY,"Richmond County, NY","213,734","8,585",3.9
NY,"Rockland County, NY","149,705","5,532",3.6
NY,"St. Lawrence County, NY","40,902","2,392",5.5
NY,"Saratoga County, NY","114,903","4,022",3.4
NY,"Schenectady County, NY","73,106","2,922",3.8
NY,"Schoharie County, NY","13,954",683,4.7
NY,"Schuyler County, NY","7,709",376,4.7
NY,"Seneca County, NY","15,414",613,3.8
NY,"Steuben County, NY","40,572","1,948",4.6
NY,"Suffolk County, NY","749,347","28,846",3.7
NY,"Sullivan County, NY","35,205","1,448",4
NY,"Tioga County, NY","21,746",941,4.1
NY,"Tompkins County, NY","47,567","1,794",3.6
NY,"Ulster County, NY","84,387","3,305",3.8
NY,"Warren County, NY","29,868","1,431",4.6
NY,"Washington County, NY","26,698","1,133",4.1
NY,"Wayne County, NY","42,070","1,765",4
NY,"Westchester County, NY","466,158","18,224",3.8
NY,"Wyoming County, NY","17,336",795,4.4
NY,"Yates County, NY","11,407",442,3.7
NC,North Carolina,"4,883,875","196,569",3.9
NC,"Alamance County, NC","79,459","3,138",3.8
NC,"Alexander County, NC","17,557",602,3.3
NC,"Alleghany County, NC","4,205",210,4.8
NC,"Anson County, NC","10,381",453,4.2
NC,"Ashe County, NC","12,429",479,3.7
NC,"Avery County, NC","7,221",281,3.7
NC,"Beaufort County, NC","18,672",906,4.6
NC,"Bertie County, NC","7,448",374,4.8
NC,"Bladen County, NC","13,923",706,4.8
NC,"Brunswick County, NC","51,599","2,812",5.2
NC,"Buncombe County, NC","137,723","4,236",3
NC,"Burke County, NC","39,785","1,539",3.7
NC,"Cabarrus County, NC","106,011","3,916",3.6
NC,"Caldwell County, NC","35,370","1,496",4.1
NC,"Camden County, NC","4,481",180,3.9
NC,"Carteret County, NC","30,889","1,340",4.2
NC,"Caswell County, NC","9,477",447,4.5
NC,"Catawba County, NC","76,686","2,854",3.6
NC,"Chatham County, NC","34,695","1,215",3.4
NC,"Cherokee County, NC","10,724",502,4.5
NC,"Chowan County, NC","5,298",262,4.7
NC,"Clay County, NC","3,960",188,4.5
NC,"Cleveland County, NC","46,793","1,945",4
NC,"Columbus County, NC","21,811","1,130",4.9
NC,"Craven County, NC","40,431","1,719",4.1
NC,"Cumberland County, NC","122,306","6,550",5.1
NC,"Currituck County, NC","13,609",508,3.6
NC,"Dare County, NC","19,116",947,4.7
NC,"Davidson County, NC","78,747","3,008",3.7
NC,"Davie County, NC","20,161",712,3.4
NC,"Duplin County, NC","24,394","1,030",4.1
NC,"Durham County, NC","166,460","5,899",3.4
NC,"Edgecombe County, NC","20,179","1,260",5.9
NC,"Forsyth County, NC","182,709","7,084",3.7
NC,"Franklin County, NC","30,309","1,262",4
NC,"Gaston County, NC","107,634","4,333",3.9
NC,"Gates County, NC","5,145",218,4.1
NC,"Graham County, NC","3,080",176,5.4
NC,"Granville County, NC","29,219","1,024",3.4
NC,"Greene County, NC","9,215",362,3.8
NC,"Guilford County, NC","254,504","10,845",4.1
NC,"Halifax County, NC","19,326","1,175",5.7
NC,"Harnett County, NC","51,237","2,468",4.6
NC,"Haywood County, NC","29,255","1,027",3.4
NC,"Henderson County, NC","53,865","1,839",3.3
NC,"Hertford County, NC","8,746",479,5.2
NC,"Hoke County, NC","19,304","1,003",4.9
NC,"Hyde County, NC","1,807",170,8.6
NC,"Iredell County, NC","86,966","3,242",3.6
NC,"Jackson County, NC","19,130",827,4.1
NC,"Johnston County, NC","96,347","3,627",3.6
NC,"Jones County, NC","4,264",172,3.9
NC,"Lee County, NC","24,995","1,179",4.5
NC,"Lenoir County, NC","27,012","1,066",3.8
NC,"Lincoln County, NC","42,284","1,542",3.5
NC,"McDowell County, NC","20,075",802,3.8
NC,"Macon County, NC","15,027",610,3.9
NC,"Madison County, NC","9,909",374,3.6
NC,"Martin County, NC","8,630",463,5.1
NC,"Mecklenburg County, NC","603,983","22,786",3.6
NC,"Mitchell County, NC","5,792",281,4.6
NC,"Montgomery County, NC","11,143",463,4
NC,"Moore County, NC","41,263","1,624",3.8
NC,"Nash County, NC","41,511","2,099",4.8
NC,"New Hanover County, NC","120,673","4,458",3.6
NC,"Northampton County, NC","7,386",406,5.2
NC,"Onslow County, NC","62,388","3,025",4.6
NC,"Orange County, NC","76,782","2,603",3.3
NC,"Pamlico County, NC","5,186",205,3.8
NC,"Pasquotank County, NC","16,021",773,4.6
NC,"Pender County, NC","28,001","1,149",3.9
NC,"Perquimans County, NC","4,741",251,5
NC,"Person County, NC","17,790",781,4.2
NC,"Pitt County, NC","86,710","3,846",4.2
NC,"Polk County, NC","8,748",346,3.8
NC,"Randolph County, NC","64,451","2,527",3.8
NC,"Richmond County, NC","15,844",883,5.3
NC,"Robeson County, NC","47,748","2,733",5.4
NC,"Rockingham County, NC","38,791","1,782",4.4
NC,"Rowan County, NC","64,079","2,672",4
NC,"Rutherford County, NC","24,131","1,245",4.9
NC,"Sampson County, NC","28,301","1,136",3.9
NC,"Scotland County, NC","10,832",767,6.6
NC,"Stanly County, NC","29,309","1,129",3.7
NC,"Stokes County, NC","21,149",787,3.6
NC,"Surry County, NC","32,947","1,253",3.7
NC,"Swain County, NC","6,737",281,4
NC,"Transylvania County, NC","14,196",551,3.7
NC,"Tyrrell County, NC","1,396",88,5.9
NC,"Union County, NC","120,533","4,310",3.5
NC,"Vance County, NC","16,488","1,013",5.8
NC,"Wake County, NC","580,731","20,095",3.3
NC,"Warren County, NC","6,260",378,5.7
NC,"Washington County, NC","4,229",263,5.9
NC,"Watauga County, NC","28,640","1,039",3.5
NC,"Wayne County, NC","50,225","2,169",4.1
NC,"Wilkes County, NC","28,292","1,197",4.1
NC,"Wilson County, NC","33,002","2,024",5.8
NC,"Yadkin County, NC","17,307",616,3.4
NC,"Yancey County, NC","8,148",318,3.8
ND,North Dakota,"394,024","9,575",2.4
ND,"Adams County, ND","1,023",23,2.2
ND,"Barnes County, ND","4,987",156,3
ND,"Benson County, ND","2,177",96,4.2
ND,"Billings County, ND",419,11,2.6
ND,"Bottineau County, ND","2,838",97,3.3
ND,"Bowman County, ND","1,686",28,1.6
ND,"Burke County, ND","1,029",24,2.3
ND,"Burleigh County, ND","48,036","1,180",2.4
ND,"Cass County, ND","100,269","2,078",2
ND,"Cavalier County, ND","1,830",52,2.8
ND,"Dickey County, ND","2,238",43,1.9
ND,"Divide County, ND","1,419",20,1.4
ND,"Dunn County, ND","3,102",51,1.6
ND,"Eddy County, ND","1,159",54,4.5
ND,"Emmons County, ND","1,369",59,4.1
ND,"Foster County, ND","1,456",41,2.7
ND,"Golden Valley County, ND",815,15,1.8
ND,"Grand Forks County, ND","36,332",773,2.1
ND,"Grant County, ND","1,152",27,2.3
ND,"Griggs County, ND",988,25,2.5
ND,"Hettinger County, ND","1,334",27,2
ND,"Kidder County, ND","1,197",50,4
ND,"LaMoure County, ND","1,993",43,2.1
ND,"Logan County, ND",840,20,2.3
ND,"McHenry County, ND","2,924",106,3.5
ND,"McIntosh County, ND","1,071",33,3
ND,"McKenzie County, ND","10,138",160,1.6
ND,"McLean County, ND","4,516",147,3.2
ND,"Mercer County, ND","3,427",150,4.2
ND,"Morton County, ND","15,713",478,3
ND,"Mountrail County, ND","7,211",101,1.4
ND,"Nelson County, ND","1,330",43,3.1
ND,"Oliver County, ND",829,32,3.7
ND,"Pembina County, ND","3,189",114,3.5
ND,"Pierce County, ND","1,651",55,3.2
ND,"Ramsey County, ND","5,388",163,2.9
ND,"Ransom County, ND","2,741",48,1.7
ND,"Renville County, ND","1,173",30,2.5
ND,"Richland County, ND","8,330",200,2.3
ND,"Rolette County, ND","4,192",376,8.2
ND,"Sargent County, ND","2,587",47,1.8
ND,"Sheridan County, ND",642,29,4.3
ND,"Sioux County, ND","1,185",48,3.9
ND,"Slope County, ND",384,9,2.3
ND,"Stark County, ND","18,087",374,2
ND,"Steele County, ND",947,20,2.1
ND,"Stutsman County, ND","9,989",235,2.3
ND,"Towner County, ND","1,090",31,2.8
ND,"Traill County, ND","4,224",114,2.6
ND,"Walsh County, ND","4,942",167,3.3
ND,"Ward County, ND","30,614",780,2.5
ND,"Wells County, ND","1,832",58,3.1
ND,"Williams County, ND","23,989",438,1.8
OH,Ohio,"5,563,572","238,746",4.1
OH,"Adams County, OH","9,984",733,6.8
OH,"Allen County, OH","45,937","1,929",4
OH,"Ashland County, OH","25,687","1,114",4.2
OH,"Ashtabula County, OH","42,334","2,125",4.8
OH,"Athens County, OH","26,226","1,468",5.3
OH,"Auglaize County, OH","24,230",750,3
OH,"Belmont County, OH","28,469","1,684",5.6
OH,"Brown County, OH","18,619",975,5
OH,"Butler County, OH","187,729","7,362",3.8
OH,"Carroll County, OH","12,317",642,5
OH,"Champaign County, OH","19,295",738,3.7
OH,"Clark County, OH","60,520","2,733",4.3
OH,"Clermont County, OH","102,846","3,986",3.7
OH,"Clinton County, OH","16,849",833,4.7
OH,"Columbiana County, OH","45,105","2,290",4.8
OH,"Coshocton County, OH","13,536",841,5.8
OH,"Crawford County, OH","17,356",852,4.7
OH,"Cuyahoga County, OH","588,912","25,605",4.2
OH,"Darke County, OH","24,863",949,3.7
OH,"Defiance County, OH","17,322",763,4.2
OH,"Delaware County, OH","106,887","3,462",3.1
OH,"Erie County, OH","35,383","1,840",4.9
OH,"Fairfield County, OH","75,118","2,903",3.7
OH,"Fayette County, OH","13,330",539,3.9
OH,"Franklin County, OH","673,069","24,570",3.5
OH,"Fulton County, OH","21,526",929,4.1
OH,"Gallia County, OH","11,496",662,5.4
OH,"Geauga County, OH","47,586","1,708",3.5
OH,"Greene County, OH","80,130","3,116",3.7
OH,"Guernsey County, OH","17,607","1,016",5.5
OH,"Hamilton County, OH","400,359","15,743",3.8
OH,"Hancock County, OH","40,525","1,324",3.2
OH,"Hardin County, OH","13,232",580,4.2
OH,"Harrison County, OH","6,443",357,5.3
OH,"Henry County, OH","12,654",611,4.6
OH,"Highland County, OH","16,155",881,5.2
OH,"Hocking County, OH","12,484",600,4.6
OH,"Holmes County, OH","20,160",623,3
OH,"Huron County, OH","26,381","1,604",5.7
OH,"Jackson County, OH","11,891",787,6.2
OH,"Jefferson County, OH","26,101","1,628",5.9
OH,"Knox County, OH","30,306","1,244",3.9
OH,"Lake County, OH","122,045","4,673",3.7
OH,"Lawrence County, OH","22,549","1,231",5.2
OH,"Licking County, OH","87,159","3,362",3.7
OH,"Logan County, OH","22,036",829,3.6
OH,"Lorain County, OH","147,587","6,593",4.3
OH,"Lucas County, OH","200,417","9,792",4.7
OH,"Madison County, OH","20,091",713,3.4
OH,"Mahoning County, OH","97,180","5,901",5.7
OH,"Marion County, OH","27,292","1,152",4.1
OH,"Medina County, OH","94,520","3,337",3.4
OH,"Meigs County, OH","8,428",629,6.9
OH,"Mercer County, OH","22,787",611,2.6
OH,"Miami County, OH","52,125","1,992",3.7
OH,"Monroe County, OH","4,903",442,8.3
OH,"Montgomery County, OH","241,945","10,589",4.2
OH,"Morgan County, OH","6,280",434,6.5
OH,"Morrow County, OH","16,124",691,4.1
OH,"Muskingum County, OH","37,592","1,940",4.9
OH,"Noble County, OH","4,377",322,6.9
OH,"Ottawa County, OH","19,862","1,188",5.6
OH,"Paulding County, OH","8,297",331,3.8
OH,"Perry County, OH","15,087",827,5.2
OH,"Pickaway County, OH","25,404","1,056",4
OH,"Pike County, OH","10,155",669,6.2
OH,"Portage County, OH","83,621","3,688",4.2
OH,"Preble County, OH","20,342",794,3.8
OH,"Putnam County, OH","18,235",582,3.1
OH,"Richland County, OH","49,884","2,362",4.5
OH,"Ross County, OH","33,829","1,489",4.2
OH,"Sandusky County, OH","29,193","1,313",4.3
OH,"Scioto County, OH","27,056","1,806",6.3
OH,"Seneca County, OH","26,184","1,129",4.1
OH,"Shelby County, OH","23,325",853,3.5
OH,"Stark County, OH","177,352","8,384",4.5
OH,"Summit County, OH","260,690","11,651",4.3
OH,"Trumbull County, OH","81,440","5,318",6.1
OH,"Tuscarawas County, OH","42,908","1,932",4.3
OH,"Union County, OH","28,041",933,3.2
OH,"Van Wert County, OH","14,563",491,3.3
OH,"Vinton County, OH","5,246",314,5.6
OH,"Warren County, OH","115,000","4,179",3.5
OH,"Washington County, OH","25,918","1,472",5.4
OH,"Wayne County, OH","60,061","2,012",3.2
OH,"Williams County, OH","18,363",629,3.3
OH,"Wood County, OH","68,553","2,608",3.7
OH,"Wyandot County, OH","12,569",406,3.1
OK,Oklahoma,"1,780,551","60,658",3.3
OK,"Adair County, OK","7,726",335,4.2
OK,"Alfalfa County, OK","2,761",58,2.1
OK,"Atoka County, OK","4,706",214,4.3
OK,"Beaver County, OK","2,819",57,2
OK,"Beckham County, OK","10,162",332,3.2
OK,"Blaine County, OK","4,655",95,2
OK,"Bryan County, OK","20,684",650,3
OK,"Caddo County, OK","11,346",422,3.6
OK,"Canadian County, OK","72,123","2,122",2.9
OK,"Carter County, OK","20,772",740,3.4
OK,"Cherokee County, OK","17,989",748,4
OK,"Choctaw County, OK","5,166",262,4.8
OK,"Cimarron County, OK","1,301",23,1.7
OK,"Cleveland County, OK","138,776","4,046",2.8
OK,"Coal County, OK","2,383",97,3.9
OK,"Comanche County, OK","46,396","1,761",3.7
OK,"Cotton County, OK","2,632",86,3.2
OK,"Craig County, OK","5,715",211,3.6
OK,"Creek County, OK","30,465","1,171",3.7
OK,"Custer County, OK","15,279",396,2.5
OK,"Delaware County, OK","17,304",686,3.8
OK,"Dewey County, OK","2,829",62,2.1
OK,"Ellis County, OK","2,102",54,2.5
OK,"Garfield County, OK","26,255",814,3
OK,"Garvin County, OK","12,174",402,3.2
OK,"Grady County, OK","25,657",817,3.1
OK,"Grant County, OK","2,594",56,2.1
OK,"Greer County, OK","1,758",78,4.2
OK,"Harmon County, OK","1,140",34,2.9
OK,"Harper County, OK","1,697",51,2.9
OK,"Haskell County, OK","3,994",223,5.3
OK,"Hughes County, OK","5,057",259,4.9
OK,"Jackson County, OK","10,337",313,2.9
OK,"Jefferson County, OK","2,425",81,3.2
OK,"Johnston County, OK","3,593",162,4.3
OK,"Kay County, OK","17,526",781,4.3
OK,"Kingfisher County, OK","8,955",187,2
OK,"Kiowa County, OK","3,323",130,3.8
OK,"Latimer County, OK","2,937",198,6.3
OK,"Le Flore County, OK","18,141",894,4.7
OK,"Lincoln County, OK","15,219",557,3.5
OK,"Logan County, OK","21,445",636,2.9
OK,"Love County, OK","6,030",140,2.3
OK,"McClain County, OK","19,092",536,2.7
OK,"McCurtain County, OK","13,570",813,5.7
OK,"McIntosh County, OK","6,654",413,5.8
OK,"Major County, OK","3,788",83,2.1
OK,"Marshall County, OK","6,642",238,3.5
OK,"Mayes County, OK","18,802",609,3.1
OK,"Murray County, OK","6,117",190,3
OK,"Muskogee County, OK","28,418","1,150",3.9
OK,"Noble County, OK","5,530",139,2.5
OK,"Nowata County, OK","4,434",159,3.5
OK,"Okfuskee County, OK","4,402",212,4.6
OK,"Oklahoma County, OK","372,632","12,099",3.1
OK,"Okmulgee County, OK","14,943",769,4.9
OK,"Osage County, OK","19,921",783,3.8
OK,"Ottawa County, OK","13,599",478,3.4
OK,"Pawnee County, OK","7,074",289,3.9
OK,"Payne County, OK","36,836","1,094",2.9
OK,"Pittsburg County, OK","16,406",723,4.2
OK,"Pontotoc County, OK","18,451",593,3.1
OK,"Pottawatomie County, OK","31,169","1,173",3.6
OK,"Pushmataha County, OK","4,066",212,5
OK,"Roger Mills County, OK","1,822",56,3
OK,"Rogers County, OK","43,759","1,392",3.1
OK,"Seminole County, OK","8,979",455,4.8
OK,"Sequoyah County, OK","15,502",666,4.1
OK,"Stephens County, OK","17,737",799,4.3
OK,"Texas County, OK","10,969",220,2
OK,"Tillman County, OK","2,879",110,3.7
OK,"Tulsa County, OK","313,397","10,273",3.2
OK,"Wagoner County, OK","36,806","1,193",3.1
OK,"Washington County, OK","21,547",763,3.4
OK,"Washita County, OK","5,028",175,3.4
OK,"Woods County, OK","4,505",96,2.1
OK,"Woodward County, OK","8,727",261,2.9
OR,Oregon,"2,025,300","78,769",3.7
OR,"Baker County, OR","6,789",331,4.6
OR,"Benton County, OR","46,736","1,415",2.9
OR,"Clackamas County, OR","212,043","7,425",3.4
OR,"Clatsop County, OR","18,659",726,3.7
OR,"Columbia County, OR","23,340","1,097",4.5
OR,"Coos County, OR","24,874","1,273",4.9
OR,"Crook County, OR","9,083",510,5.3
OR,"Curry County, OR","8,432",463,5.2
OR,"Deschutes County, OR","92,361","3,732",3.9
OR,"Douglas County, OR","44,063","2,276",4.9
OR,"Gilliam County, OR",912,35,3.7
OR,"Grant County, OR","2,964",221,6.9
OR,"Harney County, OR","3,387",190,5.3
OR,"Hood River County, OR","14,012",458,3.2
OR,"Jackson County, OR","98,950","4,501",4.4
OR,"Jefferson County, OR","9,613",512,5.1
OR,"Josephine County, OR","34,004","1,782",5
OR,"Klamath County, OR","27,485","1,806",6.2
OR,"Lake County, OR","3,433",195,5.4
OR,"Lane County, OR","173,271","7,317",4.1
OR,"Lincoln County, OR","19,947",901,4.3
OR,"Linn County, OR","56,191","2,529",4.3
OR,"Malheur County, OR","11,804",510,4.1
OR,"Marion County, OR","155,513","6,366",3.9
OR,"Morrow County, OR","5,477",235,4.1
OR,"Multnomah County, OR","440,311","14,878",3.3
OR,"Polk County, OR","38,240","1,620",4.1
OR,"Sherman County, OR",900,32,3.4
OR,"Tillamook County, OR","11,421",458,3.9
OR,"Umatilla County, OR","35,014","1,765",4.8
OR,"Union County, OR","11,362",576,4.8
OR,"Wallowa County, OR","3,221",199,5.8
OR,"Wasco County, OR","12,809",551,4.1
OR,"Washington County, OR","315,008","9,998",3.1
OR,"Wheeler County, OR",691,31,4.3
OR,"Yamhill County, OR","52,981","1,858",3.4
PA,Pennsylvania,"6,207,627","284,013",4.4
PA,"Adams County, PA","53,531","1,819",3.3
PA,"Allegheny County, PA","623,045","26,828",4.1
PA,"Armstrong County, PA","30,671","1,636",5.1
PA,"Beaver County, PA","80,367","3,805",4.5
PA,"Bedford County, PA","22,510","1,112",4.7
PA,"Berks County, PA","206,763","9,384",4.3
PA,"Blair County, PA","56,860","2,691",4.5
PA,"Bradford County, PA","27,697","1,262",4.4
PA,"Bucks County, PA","332,053","13,226",3.8
PA,"Butler County, PA","96,090","3,904",3.9
PA,"Cambria County, PA","54,963","3,101",5.3
PA,"Cameron County, PA","1,963",125,6
PA,"Carbon County, PA","30,516","1,736",5.4
PA,"Centre County, PA","77,464","2,680",3.3
PA,"Chester County, PA","277,341","9,139",3.2
PA,"Clarion County, PA","16,289",842,4.9
PA,"Clearfield County, PA","34,114","1,873",5.2
PA,"Clinton County, PA","17,347",991,5.4
PA,"Columbia County, PA","31,955","1,597",4.8
PA,"Crawford County, PA","36,853","1,832",4.7
PA,"Cumberland County, PA","128,165","4,461",3.4
PA,"Dauphin County, PA","139,003","5,833",4
PA,"Delaware County, PA","287,670","12,132",4
PA,"Elk County, PA","14,911",766,4.9
PA,"Erie County, PA","122,943","5,898",4.6
PA,"Fayette County, PA","53,868","3,405",5.9
PA,"Forest County, PA","1,694",124,6.8
PA,"Franklin County, PA","74,904","2,983",3.8
PA,"Fulton County, PA","7,560",347,4.4
PA,"Greene County, PA","15,771",855,5.1
PA,"Huntingdon County, PA","18,833","1,179",5.9
PA,"Indiana County, PA","37,186","1,969",5
PA,"Jefferson County, PA","19,612",975,4.7
PA,"Juniata County, PA","12,061",555,4.4
PA,"Lackawanna County, PA","100,057","5,159",4.9
PA,"Lancaster County, PA","275,432","9,821",3.4
PA,"Lawrence County, PA","38,687","2,088",5.1
PA,"Lebanon County, PA","69,798","2,819",3.9
PA,"Lehigh County, PA","184,665","8,723",4.5
PA,"Luzerne County, PA","148,722","8,973",5.7
PA,"Lycoming County, PA","54,169","2,750",4.8
PA,"McKean County, PA","16,435",920,5.3
PA,"Mercer County, PA","46,909","2,412",4.9
PA,"Mifflin County, PA","20,093",983,4.7
PA,"Monroe County, PA","78,812","4,479",5.4
PA,"Montgomery County, PA","440,364","16,019",3.5
PA,"Montour County, PA","8,795",327,3.6
PA,"Northampton County, PA","154,642","7,214",4.5
PA,"Northumberland County, PA","40,765","2,419",5.6
PA,"Perry County, PA","23,673",910,3.7
PA,"Philadelphia County/city, PA","682,012","40,066",5.5
PA,"Pike County, PA","23,909","1,412",5.6
PA,"Potter County, PA","6,784",425,5.9
PA,"Schuylkill County, PA","62,948","3,606",5.4
PA,"Snyder County, PA","19,079","1,093",5.4
PA,"Somerset County, PA","31,869","1,790",5.3
PA,"Sullivan County, PA","2,531",140,5.2
PA,"Susquehanna County, PA","19,717",889,4.3
PA,"Tioga County, PA","18,139","1,009",5.3
PA,"Union County, PA","19,114",798,4
PA,"Venango County, PA","21,354","1,090",4.9
PA,"Warren County, PA","18,116",861,4.5
PA,"Washington County, PA","102,475","4,824",4.5
PA,"Wayne County, PA","21,427","1,059",4.7
PA,"Westmoreland County, PA","173,320","8,133",4.5
PA,"Wyoming County, PA","12,948",662,4.9
PA,"York County, PA","227,297","9,080",3.8
RI,Rhode Island,"535,768","19,786",3.6
