Stabr,Area_name,POVALL_2019,PCTPOVALL_2019
SC,Hampton County,"4,136",23.2
SC,Horry County,"44,197",12.7
SC,Jasper County,"4,941",17.2
SC,Kershaw County,"9,088",13.8
SC,Lancaster County,"11,258",11.8
SC,Laurens County,"12,447",19.1
SC,Lee County,"3,890",25.4
SC,Lexington County,"35,210",11.9
SC,McCormick County,"1,533",18.1
SC,Marion County,"7,562",24.9
SC,Marlboro County,"6,750",28.9
SC,Newberry County,"5,198",14
SC,Oconee County,"10,268",13.1
SC,Orangeburg County,"21,821",26.3
SC,Pickens County,"18,055",15.3
SC,Richland County,"62,567",16.2
SC,Saluda County,"3,247",16.1
SC,Spartanburg County,"40,129",12.9
SC,Sumter County,"18,444",17.8
SC,Union County,"5,347",19.9
SC,Williamsburg County,"8,148",27.8
SC,York County,"23,679",8.6
SD,South Dakota,"101,371",11.9
SD,Aurora County,271,10.2
SD,Beadle County,"2,317",12.9
SD,Bennett County,"1,051",31.6
SD,Bon Homme County,767,14.1
SD,Brookings County,"3,767",11.9
SD,Brown County,"3,526",9.4
SD,Brule County,654,12.6
SD,Buffalo County,775,39.8
SD,Butte County,"1,326",12.9
SD,Campbell County,143,10.5
SD,Charles Mix County,"1,873",21.2
SD,Clark County,421,12.1
SD,Clay County,"2,264",19
SD,Codington County,"2,691",9.7
SD,Corson County,"1,640",40.3
SD,Custer County,834,9.6
SD,Davison County,"2,227",11.7
SD,Day County,698,13.2
SD,Deuel County,372,8.7
SD,Dewey County,"1,615",27.6
SD,Douglas County,312,11.2
SD,Edmunds County,388,10.7
SD,Fall River County,901,13.9
SD,Faulk County,329,15.7
SD,Grant County,640,9.1
SD,Gregory County,637,15.5
SD,Haakon County,212,11.4
SD,Hamlin County,531,8.9
SD,Hand County,322,10.3
SD,Hanson County,260,7.9
SD,Harding County,151,11.9
SD,Hughes County,"1,491",8.9
SD,Hutchinson County,708,10.5
SD,Hyde County,145,11.5
SD,Jackson County,988,29.9
SD,Jerauld County,310,16.3
SD,Jones County,116,12.9
SD,Kingsbury County,409,8.5
SD,Lake County,"1,150",9.5
SD,Lawrence County,"3,105",12.4
SD,Lincoln County,"2,312",3.8
SD,Lyman County,786,21.1
SD,McCook County,493,9.2
SD,McPherson County,428,19.5
SD,Marshall County,557,11.8
SD,Meade County,"2,400",8.7
SD,Mellette County,668,33.3
SD,Miner County,227,10.5
SD,Minnehaha County,"16,209",8.7
SD,Moody County,564,8.7
SD,Oglala Lakota County,"5,653",40.1
SD,Pennington County,"13,383",12
SD,Perkins County,409,14.5
SD,Potter County,217,10.4
SD,Roberts County,"1,993",19.6
SD,Sanborn County,282,12.6
SD,Spink County,698,11.5
SD,Stanley County,238,7.7
SD,Sully County,114,8.2
SD,Todd County,"4,388",43.4
SD,Tripp County,995,18.8
SD,Turner County,827,10.1
SD,Union County,999,6.3
SD,Walworth County,796,15.1
SD,Yankton County,"2,088",10.1
SD,Ziebach County,"1,310",47.7
TN,Tennessee,"919,850",13.8
TN,Anderson County,"11,559",15.3
TN,Bedford County,"6,825",13.9
TN,Benton County,"2,792",17.6
TN,Bledsoe County,"3,366",27.3
TN,Blount County,"13,649",10.5
TN,Bradley County,"15,228",14.5
TN,Campbell County,"8,565",21.9
TN,Cannon County,"1,875",13
TN,Carroll County,"4,456",16.8
TN,Carter County,"10,664",19.3
TN,Cheatham County,"3,849",9.6
TN,Chester County,"2,374",14.8
TN,Claiborne County,"6,021",19.7
TN,Clay County,"1,514",20.1
TN,Cocke County,"8,117",22.8
TN,Coffee County,"8,000",14.4
TN,Crockett County,"2,213",15.8
TN,Cumberland County,"7,929",13.3
TN,Davidson County,"84,547",12.6
TN,Decatur County,"1,827",16
TN,DeKalb County,"3,624",18
TN,Dickson County,"5,353",10.1
TN,Dyer County,"6,298",17.3
TN,Fayette County,"4,527",11.2
TN,Fentress County,"3,799",20.9
TN,Franklin County,"5,557",13.9
TN,Gibson County,"6,834",14.3
TN,Giles County,"3,834",13.4
TN,Grainger County,"3,939",17.1
TN,Greene County,"10,706",15.9
TN,Grundy County,"2,810",21.4
TN,Hamblen County,"9,165",14.4
TN,Hamilton County,"45,523",12.7
TN,Hancock County,"1,701",26.4
TN,Hardeman County,"4,070",19.2
TN,Hardin County,"4,413",17.5
TN,Hawkins County,"10,113",18.1
TN,Haywood County,"3,524",20.7
TN,Henderson County,"4,370",15.8
TN,Henry County,"5,795",18.3
TN,Hickman County,"3,830",16.3
TN,Houston County,"1,427",17.8
TN,Humphreys County,"2,388",13.1
TN,Jackson County,"1,977",17.1
TN,Jefferson County,"6,622",12.5
TN,Johnson County,"4,045",25.2
TN,Knox County,"61,334",13.4
TN,Lake County,"1,705",35.5
TN,Lauderdale County,"4,503",19.3
TN,Lawrence County,"7,250",16.7
TN,Lewis County,"1,827",15.2
TN,Lincoln County,"4,343",12.8
TN,Loudon County,"5,182",9.7
TN,McMinn County,"7,620",14.5
TN,McNairy County,"4,287",17
TN,Macon County,"3,733",15.5
TN,Madison County,"16,421",17.6
TN,Marion County,"4,374",15.3
TN,Marshall County,"4,431",13.1
TN,Maury County,"8,059",8.5
TN,Meigs County,"1,972",16.1
TN,Monroe County,"7,571",16.5
TN,Montgomery County,"24,633",12
TN,Moore County,638,10
TN,Morgan County,"4,185",22
TN,Obion County,"4,317",14.6
TN,Overton County,"3,744",17.1
TN,Perry County,"1,143",14.4
TN,Pickett County,881,17.8
TN,Polk County,"2,518",15.3
TN,Putnam County,"12,434",16.1
TN,Rhea County,"4,953",15.4
TN,Roane County,"7,687",14.6
TN,Robertson County,"7,424",10.5
TN,Rutherford County,"32,610",10
TN,Scott County,"4,770",22
TN,Sequatchie County,"2,569",17.4
TN,Sevier County,"12,541",12.9
TN,Shelby County,"157,667",17.2
TN,Smith County,"3,042",15.3
TN,Stewart County,"1,740",12.9
TN,Sullivan County,"23,452",15.1
TN,Sumner County,"16,330",8.6
TN,Tipton County,"6,316",10.5
TN,Trousdale County,"1,367",15.8
TN,Unicoi County,"2,762",15.8
TN,Union County,"3,601",18.3
TN,Van Buren County,887,15.5
TN,Warren County,"6,449",15.9
TN,Washington County,"19,811",15.8
TN,Wayne County,"2,495",17.3
TN,Weakley County,"5,604",17.7
TN,White County,"4,289",16
TN,Williamson County,"10,228",4.3
TN,Wilson County,"10,536",7.4
TX,Texas,"3,870,944",13.6
TX,Anderson County,"8,702",19.8
TX,Andrews County,"1,888",10.2
TX,Angelina County,"13,131",15.6
TX,Aransas County,"4,313",18.7
TX,Archer County,877,10.3
TX,Armstrong County,194,10.6
TX,Atascosa County,"7,434",14.7
TX,Austin County,"3,312",11.1
TX,Bailey County,"1,093",15.9
TX,Bandera County,"2,947",12.9
TX,Bastrop County,"12,091",14
TX,Baylor County,546,15.9
TX,Bee County,"5,938",24
TX,Bell County,"48,565",13.8
TX,Bexar County,"298,018",15.2
TX,Blanco County,"1,022",8.6
TX,Borden County,69,10.6
TX,Bosque County,"2,513",13.7
TX,Bowie County,"14,627",16.8
TX,Brazoria County,"31,116",8.6
TX,Brazos County,"42,898",20
TX,Brewster County,"1,198",13.1
TX,Briscoe County,232,15
TX,Brooks County,"2,082",29.6
TX,Brown County,"4,965",13.7
TX,Burleson County,"2,506",13.8
TX,Burnet County,"4,943",10.5
TX,Caldwell County,"6,044",14.4
TX,Calhoun County,"3,088",14.7
TX,Callahan County,"1,675",12.1
TX,Cameron County,"106,976",25.5
TX,Camp County,"2,151",16.6
TX,Carson County,504,8.5
TX,Cass County,"5,103",17.3
TX,Castro County,"1,138",15.3
TX,Chambers County,"3,761",8.6
TX,Cherokee County,"8,221",16.5
TX,Childress County,"1,217",21.9
TX,Clay County,"1,191",11.5
TX,Cochran County,545,19.5
TX,Coke County,437,13.1
TX,Coleman County,"1,429",17.7
TX,Collin County,"62,612",6.1
TX,Collingsworth County,566,19.8
TX,Colorado County,"2,867",13.6
TX,Comal County,"10,407",6.7
TX,Comanche County,"1,818",13.5
TX,Concho County,404,15.1
TX,Cooke County,"5,155",12.7
TX,Coryell County,"7,529",11.8
TX,Cottle County,264,18.9
TX,Crane County,451,9.6
TX,Crockett County,476,13.8
TX,Crosby County,"1,247",22.1
TX,Culberson County,424,19.7
TX,Dallam County,821,11.4
TX,Dallas County,"363,567",14
TX,Dawson County,"2,338",20.6
TX,Deaf Smith County,"3,104",17
TX,Delta County,844,16
TX,Denton County,"56,476",6.5
TX,DeWitt County,"3,135",17.1
TX,Dickens County,366,19.4
TX,Dimmit County,"2,537",25.3
TX,Donley County,500,16.4
TX,Duval County,"2,515",23.9
TX,Eastland County,"2,926",16.7
TX,Ector County,"19,781",12.1
TX,Edwards County,399,20.7
TX,Ellis County,"15,932",8.7
TX,El Paso County,"154,504",18.8
TX,Erath County,"5,937",15.2
TX,Falls County,"3,314",21.6
TX,Fannin County,"4,287",13.2
TX,Fayette County,"2,710",10.9
TX,Fisher County,508,13.3
TX,Floyd County,979,17.3
TX,Foard County,190,17
TX,Fort Bend County,"53,151",6.6
TX,Franklin County,"1,528",14.4
TX,Freestone County,"2,801",15.5
TX,Frio County,"4,664",27.7
TX,Gaines County,"2,820",13.2
TX,Galveston County,"38,181",11.3
TX,Garza County,"1,067",24.2
TX,Gillespie County,"2,271",8.5
TX,Glasscock County,111,7.9
TX,Goliad County,"1,011",13.4
TX,Gonzales County,"3,325",16.2
TX,Gray County,"2,888",14.5
TX,Grayson County,"15,459",11.6
TX,Gregg County,"19,832",16.5
TX,Grimes County,"4,119",15.9
TX,Guadalupe County,"12,234",7.4
TX,Hale County,"5,483",17.9
TX,Hall County,739,25.4
TX,Hamilton County,"1,185",14.3
TX,Hansford County,622,11.7
TX,Hardeman County,750,19.2
TX,Hardin County,"6,924",12.1
TX,Harris County,"701,075",15
TX,Harrison County,"11,600",17.8
TX,Hartley County,383,8.6
TX,Haskell County,"1,061",20.7
TX,Hays County,"24,895",11.2
TX,Hemphill County,344,9.1
TX,Henderson County,"14,246",17.5
TX,Hidalgo County,"231,032",26.9
TX,Hill County,"4,700",13.1
TX,Hockley County,"3,436",15.5
TX,Hood County,"5,581",9.2
TX,Hopkins County,"5,370",14.7
TX,Houston County,"4,230",20.9
TX,Howard County,"5,281",17
TX,Hudspeth County,"1,343",28
TX,Hunt County,"14,114",14.8
TX,Hutchinson County,"2,351",11.4
TX,Irion County,114,7.4
TX,Jack County,"1,212",15.6
TX,Jackson County,"1,996",13.8
TX,Jasper County,"6,747",19.5
TX,Jeff Davis County,278,12.7
TX,Jefferson County,"39,998",16.9
TX,Jim Hogg County,"1,181",22.8
TX,Jim Wells County,"8,385",21
TX,Johnson County,"19,035",11
TX,Jones County,"3,032",20.4
TX,Karnes County,"2,644",21
TX,Kaufman County,"13,108",9.8
TX,Kendall County,"3,468",7.4
TX,Kenedy County,57,14.2
TX,Kent County,81,11.5
TX,Kerr County,"6,310",12.5
TX,Kimble County,730,17
TX,King County,30,11
TX,Kinney County,629,18.9
TX,Kleberg County,"6,804",23.3
TX,Knox County,679,19.1
TX,Lamar County,"9,050",18.4
TX,Lamb County,"2,346",18.5
TX,Lampasas County,"2,627",12.4
TX,La Salle County,"1,561",26.6
TX,Lavaca County,"2,163",11
TX,Lee County,"1,791",10.7
TX,Leon County,"2,494",14.4
TX,Liberty County,"11,967",14.4
TX,Limestone County,"4,190",19.2
TX,Lipscomb County,395,12.4
TX,Live Oak County,"1,825",16.5
TX,Llano County,"2,338",10.8
TX,Loving County,12,7.1
TX,Lubbock County,"53,478",17.9
TX,Lynn County,944,16
TX,McCulloch County,"1,379",17.6
TX,McLennan County,"44,574",18
TX,McMullen County,77,10.5
TX,Madison County,"2,090",17.8
TX,Marion County,"2,070",21.4
TX,Martin County,695,12.1
TX,Mason County,500,11.7
TX,Matagorda County,"6,335",17.5
TX,Maverick County,"15,491",26.9
TX,Medina County,"5,997",12.2
TX,Menard County,435,20.7
TX,Midland County,"17,401",9.9
TX,Milam County,"3,965",16.3
TX,Mills County,623,13.2
TX,Mitchell County,"1,303",19.5
TX,Montague County,"2,517",12.9
TX,Montgomery County,"53,807",8.9
TX,Moore County,"2,463",11.9
TX,Morris County,"2,220",18.1
TX,Motley County,210,17.6
TX,Nacogdoches County,"12,571",20.9
TX,Navarro County,"6,586",13.4
TX,Newton County,"2,933",22.8
TX,Nolan County,"2,496",17.5
TX,Nueces County,"58,465",16.5
TX,Ochiltree County,"1,115",11.4
TX,Oldham County,245,13.1
TX,Orange County,"10,307",12.5
TX,Palo Pinto County,"4,960",17.2
TX,Panola County,"3,266",14.3
TX,Parker County,"11,524",8.2
TX,Parmer County,"1,123",11.8
TX,Pecos County,"2,562",18.7
TX,Polk County,"7,839",16.7
TX,Potter County,"22,514",20.3
TX,Presidio County,"1,286",19.2
TX,Rains County,"1,667",13.4
TX,Randall County,"12,178",9
TX,Reagan County,340,8.9
TX,Real County,597,17.7
TX,Red River County,"2,322",19.6
TX,Reeves County,"2,833",22.1
TX,Refugio County,"1,224",18
TX,Roberts County,63,7.4
TX,Robertson County,"3,499",20.7
TX,Rockwall County,"4,991",4.8
TX,Runnels County,"1,729",17.2
TX,Rusk County,"7,426",15.4
TX,Sabine County,"1,834",17.6
TX,San Augustine County,"1,799",22.5
TX,San Jacinto County,"4,809",16.8
TX,San Patricio County,"9,507",14.4
TX,San Saba County,"1,104",20.7
TX,Schleicher County,417,15
TX,Scurry County,"2,217",14.7
TX,Shackelford County,413,12.7
TX,Shelby County,"5,346",21.4
TX,Sherman County,331,11.1
TX,Smith County,"29,285",12.9
TX,Somervell County,842,9.4
TX,Starr County,"20,741",32.5
TX,Stephens County,"1,477",17
TX,Sterling County,134,10.7
TX,Stonewall County,199,15.1
TX,Sutton County,494,13.1
TX,Swisher County,"1,393",20.6
TX,Tarrant County,"211,454",10.2
TX,Taylor County,"18,724",14
TX,Terrell County,136,17.5
TX,Terry County,"2,438",21.6
TX,Throckmorton County,209,13.9
TX,Titus County,"5,246",16.3
TX,Tom Green County,"14,713",12.9
TX,Travis County,"134,983",10.8
TX,Trinity County,"2,597",17.9
TX,Tyler County,"3,380",17.2
TX,Upshur County,"6,124",14.9
TX,Upton County,495,13.8
TX,Uvalde County,"5,174",19.8
TX,Val Verde County,"9,786",20.8
TX,Van Zandt County,"7,586",13.6
TX,Victoria County,"12,924",14.3
TX,Walker County,"11,810",21.4
TX,Waller County,"6,687",13.2
TX,Ward County,"1,462",12.4
TX,Washington County,"3,534",10.6
TX,Webb County,"57,053",20.9
TX,Wharton County,"6,711",16.4
TX,Wheeler County,579,11.6
TX,Wichita County,"16,584",13.9
TX,Wilbarger County,"1,841",14.9
TX,Willacy County,"5,482",30.5
TX,Williamson County,"31,514",5.4
TX,Wilson County,"4,172",8.3
TX,Winkler County,983,12.5
TX,Wise County,"5,745",8.3
TX,Wood County,"6,231",14.3
TX,Yoakum County,916,10.6
TX,Young County,"2,405",13.6
TX,Zapata County,"4,243",30.1
TX,Zavala County,"3,374",29.6
UT,Utah,"279,435",8.8
UT,Beaver County,589,8.9
UT,Box Elder County,"4,147",7.5
UT,Cache County,"16,243",13.1
UT,Carbon County,"3,255",16.4
UT,Daggett County,64,6.7
UT,Davis County,"19,344",5.5
UT,Duchesne County,"2,787",14.2
UT,Emery County,"1,084",10.9
UT,Garfield County,460,9.4
UT,Grand County,"1,174",12.2
UT,Iron County,"7,013",13.1
UT,Juab County,"1,070",9
UT,Kane County,717,9.4
UT,Millard County,"1,542",11.8
UT,Morgan County,486,4
UT,Piute County,227,15.7
UT,Rich County,230,9.3
UT,Salt Lake County,"103,036",9
UT,San Juan County,"3,295",21.9
UT,Sanpete County,"3,699",13.1
UT,Sevier County,"2,590",12.1
UT,Summit County,"1,968",4.7
UT,Tooele County,"3,829",5.3
UT,Uintah County,"3,920",11.1
UT,Utah County,"60,411",9.7
UT,Wasatch County,"1,699",5
UT,Washington County,"16,590",9.5
UT,Wayne County,319,11.8
UT,Weber County,"17,647",6.9
VT,Vermont,"60,624",10.1
VT,Addison County,"2,690",7.9
VT,Bennington County,"3,399",10
VT,Caledonia County,"3,561",12.3
VT,Chittenden County,"16,084",10.5
VT,Essex County,908,14.8
VT,Franklin County,"4,699",9.6
VT,Grand Isle County,581,8.1
VT,Lamoille County,"2,231",9.1
VT,Orange County,"2,652",9.4
VT,Orleans County,"3,333",12.7
VT,Rutland County,"6,033",10.8
VT,Washington County,"4,673",8.4
VT,Windham County,"4,776",11.6
VT,Windsor County,"5,005",9.2
VA,Virginia,"822,944",9.9
VA,Accomack County,"5,225",16.4
VA,Albemarle County,"6,882",6.7
VA,Alleghany County,"1,680",11.5
VA,Amelia County,"1,211",9.3
VA,Amherst County,"3,645",12
VA,Appomattox County,"1,991",12.6
VA,Arlington County,"17,774",7.6
VA,Augusta County,"5,260",7.3
VA,Bath County,406,9.9
VA,Bedford County,"6,766",8.6
VA,Bland County,749,13.4
VA,Botetourt County,"1,895",5.7
VA,Brunswick County,"2,935",20.9
VA,Buchanan County,"4,332",21.7
VA,Buckingham County,"2,516",16.8
VA,Campbell County,"5,845",10.8
VA,Caroline County,"2,883",9.6
VA,Carroll County,"4,110",13.9
VA,Charles City County,870,12.5
VA,Charlotte County,"2,257",19.3
VA,Chesterfield County,"22,943",6.6
VA,Clarke County,911,6.3
VA,Craig County,572,11.2
VA,Culpeper County,"4,709",9.2
VA,Cumberland County,"1,371",13.8
VA,Dickenson County,"3,330",24.2
VA,Dinwiddie County,"2,982",10.7
VA,Essex County,"1,747",16.2
VA,Fairfax County,"68,543",6
VA,Fauquier County,"4,310",6.1
VA,Floyd County,"1,783",11.4
VA,Fluvanna County,"1,883",7.3
VA,Franklin County,"6,315",11.5
VA,Frederick County,"5,731",6.5
VA,Giles County,"1,890",11.4
VA,Gloucester County,"3,194",8.6
VA,Goochland County,"1,420",6.2
VA,Grayson County,"2,719",18.8
VA,Greene County,"1,482",7.6
VA,Greensville County,"1,929",24.5
VA,Halifax County,"5,655",17.1
VA,Hanover County,"5,393",5.1
VA,Henrico County,"28,486",8.7
VA,Henry County,"7,277",14.6
VA,Highland County,271,12.4
VA,Isle of Wight County,"3,351",9.1
VA,James City County,"4,366",5.8
VA,King and Queen County,820,11.7
VA,King George County,"1,553",5.9
VA,King William County,"1,179",6.9
VA,Lancaster County,"1,383",13.3
VA,Lee County,"5,939",27.1
VA,Loudoun County,"12,909",3.1
VA,Louisa County,"3,559",9.5
VA,Lunenburg County,"2,140",19.2
VA,Madison County,"1,224",9.3
VA,Mathews County,766,8.8
VA,Mecklenburg County,"5,137",17.3
VA,Middlesex County,"1,411",13.8
VA,Montgomery County,"18,158",20.5
VA,Nelson County,"1,748",11.8
VA,New Kent County,"1,131",5
VA,Northampton County,"2,077",18.1
VA,Northumberland County,"1,533",12.7
VA,Nottoway County,"2,789",21.5
VA,Orange County,"3,534",9.7
VA,Page County,"2,668",11.3
VA,Patrick County,"2,674",15.5
VA,Pittsylvania County,"8,960",15.1
VA,Powhatan County,"1,547",5.4
VA,Prince Edward County,"3,852",20.6
VA,Prince George County,"2,842",8.3
VA,Prince William County,"28,463",6.1
VA,Pulaski County,"4,796",14.6
VA,Rappahannock County,622,8.5
VA,Richmond County,"1,303",17.8
VA,Roanoke County,"5,918",6.5
VA,Rockbridge County,"2,525",11.5
VA,Rockingham County,"6,482",8.1
VA,Russell County,"5,272",20
VA,Scott County,"3,069",14.8
VA,Shenandoah County,"4,421",10.3
VA,Smyth County,"4,849",16.5
VA,Southampton County,"2,132",13.3
VA,Spotsylvania County,"8,903",6.6
VA,Stafford County,"8,097",5.4
VA,Surry County,761,11.9
VA,Sussex County,"1,851",21.6
VA,Tazewell County,"8,417",21.7
VA,Warren County,"3,803",9.7
VA,Washington County,"6,396",12.3
VA,Westmoreland County,"2,843",15.9
VA,Wise County,"7,039",20.4
VA,Wythe County,"3,645",12.8
VA,York County,"3,441",5.1
VA,Alexandria city,"13,593",8.6
VA,Bristol city,"3,604",21.8
VA,Buena Vista city,"1,024",17.2
VA,Charlottesville city,"9,965",22.1
VA,Chesapeake city,"19,812",8.3
VA,Colonial Heights city,"1,613",9.4
VA,Covington city,785,14.5
VA,Danville city,"9,023",23.5
VA,Emporia city,"1,044",20.5
VA,Fairfax city,"1,667",7.1
VA,Falls Church city,512,3.5
VA,Franklin city,"1,507",19.2
VA,Fredericksburg city,"4,463",16.9
VA,Galax city,"1,151",19
VA,Hampton city,"17,926",13.8
VA,Harrisonburg city,"11,299",24.9
VA,Hopewell city,"4,287",19.3
VA,Lexington city,"1,073",22.9
VA,Lynchburg city,"11,947",16.8
VA,Manassas city,"3,031",7.4
VA,Manassas Park city,"1,095",6.3
VA,Martinsville city,"2,377",19.5
VA,Newport News city,"25,769",15.1
VA,Norfolk city,"39,553",19
VA,Norton city,756,19.3
VA,Petersburg city,"6,643",21.6
VA,Poquoson city,645,5.3
VA,Portsmouth city,"16,860",18.5
VA,Radford city,"4,503",30.5
VA,Richmond city,"42,010",19.2
VA,Roanoke city,"19,049",19.5
VA,Salem city,"2,197",9.4
VA,Staunton city,"2,706",11.3
VA,Suffolk city,"8,906",9.8
VA,Virginia Beach city,"31,898",7.3
VA,Waynesboro city,"2,746",12.3
VA,Williamsburg city,"1,937",18.2
VA,Winchester city,"3,588",13.3
WA,Washington,"731,216",9.8
WA,Adams County,"3,309",16.8
WA,Asotin County,"3,092",13.8
WA,Benton County,"21,437",10.6
WA,Chelan County,"9,332",12.2
WA,Clallam County,"8,476",11.2
WA,Clark County,"44,548",9.2
WA,Columbia County,484,12.3
WA,Cowlitz County,"13,729",12.6
WA,Douglas County,"4,724",10.9
WA,Ferry County,"1,354",18
WA,Franklin County,"12,409",13.5
WA,Garfield County,283,12.9
WA,Grant County,"13,377",13.9
WA,Grays Harbor County,"9,422",13.1
WA,Island County,"6,037",7.3
WA,Jefferson County,"3,993",12.6
WA,King County,"171,116",7.7
WA,Kitsap County,"19,787",7.5
WA,Kittitas County,"6,326",14
WA,Klickitat County,"3,013",13.5
WA,Lewis County,"9,726",12.2
WA,Lincoln County,981,9.1
WA,Mason County,"8,143",12.8
WA,Okanogan County,"6,828",16.4
WA,Pacific County,"2,996",13.5
WA,Pend Oreille County,"2,191",16.1
WA,Pierce County,"83,128",9.4
WA,San Juan County,"1,414",8.1
WA,Skagit County,"14,314",11.2
WA,Skamania County,"1,246",10.4
WA,Snohomish County,"56,935",7
WA,Spokane County,"65,750",12.9
WA,Stevens County,"6,738",14.9
WA,Thurston County,"26,105",9.1
WA,Wahkiakum County,477,10.8
WA,Walla Walla County,"7,099",12.7
WA,Whatcom County,"28,310",12.7
WA,Whitman County,"11,367",26.3
WA,Yakima County,"41,218",16.7
WV,West Virginia,"281,175",16.2
WV,Barbour County,"2,848",18.4
WV,Berkeley County,"12,942",11
WV,Boone County,"4,017",18.9
WV,Braxton County,"2,477",18.3
WV,Brooke County,"2,551",12
WV,Cabell County,"16,337",18.5
WV,Calhoun County,"1,524",21.6
WV,Clay County,"1,891",22.5
WV,Doddridge County,"1,376",18.8
WV,Fayette County,"8,321",20.6
WV,Gilmer County,"1,536",25.5
WV,Grant County,"1,497",13.2
WV,Greenbrier County,"5,814",17.2
WV,Hampshire County,"3,311",14.6
WV,Hancock County,"3,559",12.5
WV,Hardy County,"1,929",14.2
WV,Harrison County,"7,353",11.1
WV,Jackson County,"4,716",16.7
WV,Jefferson County,"5,529",9.9
WV,Kanawha County,"28,499",16.3
WV,Lewis County,"3,039",19.5
WV,Lincoln County,"3,990",19.7
WV,Logan County,"6,827",21.9
WV,McDowell County,"5,894",33.8
WV,Marion County,"7,939",14.6
WV,Marshall County,"4,081",13.7
WV,Mason County,"3,994",15.5
WV,Mercer County,"10,768",18.7
WV,Mineral County,"3,266",12.5
WV,Mingo County,"6,329",27.3
WV,Monongalia County,"18,887",19.1
WV,Monroe County,"2,070",15.7
WV,Morgan County,"1,851",10.5
WV,Nicholas County,"4,558",18.8
WV,Ohio County,"5,504",14.1
WV,Pendleton County,927,13.5
WV,Pleasants County,875,13
WV,Pocahontas County,"1,270",16.1
WV,Preston County,"4,491",14.3
WV,Putnam County,"4,962",8.9
WV,Raleigh County,"12,090",17.4
WV,Randolph County,"4,403",16.8
WV,Ritchie County,"1,674",17.9
WV,Roane County,"2,628",19.4
WV,Summers County,"2,724",23.5
WV,Taylor County,"2,690",16.7
WV,Tucker County,"1,014",15.3
WV,Tyler County,"1,302",15.4
WV,Upshur County,"3,994",17.5
WV,Wayne County,"7,654",19.6
WV,Webster County,"1,744",21.8
WV,Wetzel County,"2,432",16.3
WV,Wirt County,"1,015",17.5
WV,Wood County,"11,627",14.1
WV,Wyoming County,"4,634",22.9
WI,Wisconsin,"591,404",10.4
WI,Adams County,"2,231",11.6
WI,Ashland County,"2,655",17.8
WI,Barron County,"3,968",8.9
WI,Bayfield County,"1,533",10.3
WI,Brown County,"25,456",9.9
WI,Buffalo County,"1,227",9.5
WI,Burnett County,"1,926",12.6
WI,Calumet County,"2,701",5.4
WI,Chippewa County,"5,460",8.8
WI,Clark County,"4,605",13.5
WI,Columbia County,"3,776",6.7
WI,Crawford County,"1,789",11.6
WI,Dane County,"50,163",9.4
WI,Dodge County,"6,512",8
WI,Door County,"2,549",9.3
WI,Douglas County,"4,810",11.5
WI,Dunn County,"4,911",11.7
WI,Eau Claire County,"10,586",10.6
WI,Florence County,463,10.9
WI,Fond du Lac County,"7,326",7.3
WI,Forest County,"1,443",16.3
WI,Grant County,"6,278",13.4
WI,Green County,"2,350",6.4
WI,Green Lake County,"2,181",11.7
WI,Iowa County,"2,240",9.5
WI,Iron County,709,12.7
WI,Jackson County,"2,385",12.4
WI,Jefferson County,"5,824",7.1
WI,Juneau County,"3,391",13.4
WI,Kenosha County,"16,248",9.8
WI,Kewaunee County,"1,496",7.4
WI,La Crosse County,"13,280",11.8
WI,Lafayette County,"1,868",11.3
WI,Langlade County,"2,441",13
WI,Lincoln County,"2,455",9.1
WI,Manitowoc County,"6,899",8.8
WI,Marathon County,"11,026",8.2
WI,Marinette County,"4,548",11.5
WI,Marquette County,"1,535",10
WI,Menominee County,"1,139",25.3
WI,Milwaukee County,"156,647",16.9
WI,Monroe County,"4,936",10.9
WI,Oconto County,"3,506",9.3
WI,Oneida County,"3,117",8.9
WI,Outagamie County,"13,110",7.1
WI,Ozaukee County,"3,926",4.5
WI,Pepin County,643,9
WI,Pierce County,"3,900",9.8
WI,Polk County,"3,723",8.6
WI,Portage County,"7,995",11.8
WI,Price County,"1,959",14.9
WI,Racine County,"23,688",12.4
WI,Richland County,"2,115",12.5
WI,Rock County,"19,755",12.3
WI,Rusk County,"1,714",12.3
WI,St. Croix County,"5,285",5.9
WI,Sauk County,"6,471",10.2
WI,Sawyer County,"2,063",12.7
WI,Shawano County,"3,851",9.6
WI,Sheboygan County,"9,051",8.1
WI,Taylor County,"1,942",9.7
WI,Trempealeau County,"2,598",8.9
WI,Vernon County,"4,297",14.1
WI,Vilas County,"2,460",11.2
WI,Walworth County,"9,532",9.5
WI,Washburn County,"1,990",12.8
WI,Washington County,"6,942",5.1
WI,Waukesha County,"18,915",4.7
WI,Waupaca County,"4,329",8.8
WI,Waushara County,"2,863",12.4
WI,Winnebago County,"15,965",9.7
WI,Wood County,"7,734",10.7
WY,Wyoming,"55,776",9.9
WY,Albany County,"5,861",16
WY,Big Horn County,"1,400",12.1
WY,Campbell County,"3,506",7.7
WY,Carbon County,"1,638",11.7
WY,Converse County,"1,256",9.2
WY,Crook County,604,8
WY,Fremont County,"4,937",12.9
WY,Goshen County,"1,557",13
WY,Hot Springs County,472,10.9
WY,Johnson County,751,9
WY,Laramie County,"9,194",9.5
WY,Lincoln County,"1,381",7
WY,Natrona County,"7,735",9.9
WY,Niobrara County,316,15.1
